アイテム名,コード,リテール分類コード,企業コード,企業名,営業月,対象年月日,対象年月日 (コピー),店舗コード,店舗名,店舗設定名,表示コード,Vポイント値引き額(税込み),Vポイント値引額(標準税率分/税込),Vポイント値引額(軽減税率分/税込),値引金額,売上数量,売上金額,売上金額(Vポイント値引き前),売上金額(標準税率分/税抜),売上金額(軽減税率分/税抜),客数,買取数
□外税対象額（　８％）,47,5,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,□外税対象額（　８％）,236,0,0,0,0,0,0,0,0,0,0,0
□外税額（１０％）,48,5,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,□外税額（１０％）,237,0,0,0,0,0,0,0,0,0,0,0
□外税額（　８％）,49,5,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,□外税額（　８％）,238,0,0,0,0,0,0,0,0,0,0,0
□消費税合計,6,5,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,□消費税合計,239,0,0,0,0,0,305473,0,0,0,0,0
■税込売上合計,7,5,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,■税込売上合計,240,0,0,0,0,0,3464631,0,0,0,0,0
□金券過剰入金,8,5,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,□金券過剰入金,241,0,0,0,0,0,0,0,0,0,0,0
□予約金,9,5,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,□予約金,242,0,0,0,0,0,0,0,0,0,0,2
□予約引当金,10,5,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,□予約引当金,243,0,0,0,0,0,0,0,0,0,0,0
□レジ入金,11,5,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,□レジ入金,244,0,0,0,0,0,89610,0,0,0,0,10
□レジ出金,12,5,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,□レジ出金,245,0,0,0,0,0,70860,0,0,0,0,5
□買取合計（出金）,35,5,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,□買取合計（出金）,246,0,0,0,0,0,94661,0,0,0,4,48
■取引総合計,13,5,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,■取引総合計,247,0,0,0,0,0,3388720,0,0,0,0,0
■釣銭準備金,14,5,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,■釣銭準備金,248,0,0,0,0,0,1080000,0,0,0,0,0
■計算在高合計,15,5,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,■計算在高合計,249,0,0,0,0,0,4468720,0,0,0,0,0
□計算現金合計,16,5,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,□計算現金合計,250,0,0,0,0,0,2452683,0,0,0,0,17
□計算図書券合計,17,5,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,□計算図書券合計,251,0,0,0,0,0,3200,0,0,0,0,8
□計算図書カード合計,18,5,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,□計算図書カード合計,252,0,0,0,0,0,26322,0,0,0,0,0
□計算金券合計,19,5,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,□計算金券合計,253,0,0,0,0,0,587547,0,0,0,0,20
□計算提携カード,20,5,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,□計算提携カード,254,0,0,0,0,0,174193,0,0,0,0,18
□計算他クレジット,21,5,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,□計算他クレジット,255,0,0,0,0,0,1254297,0,0,0,0,133
■登録在高合計,22,5,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,■登録在高合計,256,0,0,0,0,0,4468720,0,0,0,0,0
□登録現金合計,23,5,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,□登録現金合計,257,0,0,0,0,0,2452683,0,0,0,0,5864
□登録図書券合計,24,5,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,□登録図書券合計,258,0,0,0,0,0,3200,0,0,0,0,8
□登録図書カード合計,25,5,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,□登録図書カード合計,259,0,0,0,0,0,26322,0,0,0,0,0
□登録金券合計,26,5,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,□登録金券合計,260,0,0,0,0,0,587547,0,0,0,0,20
□登録提携カード,27,5,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,□登録提携カード,261,0,0,0,0,0,174193,0,0,0,0,18
□登録他クレジット,28,5,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,□登録他クレジット,262,0,0,0,0,0,1254297,0,0,0,0,133
■過不足金,29,5,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,■過不足金,263,0,0,0,0,0,0,0,0,0,0,0
■本日現金入金額,30,5,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,■本日現金入金額,264,0,0,0,0,0,1372683,0,0,0,0,0
※取消伝票枚数,31,5,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,※取消伝票枚数,265,0,0,0,0,0,1097,0,0,0,0,1
※（クレジット取消伝票）,32,5,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,※（クレジット取消伝票）,266,0,0,0,0,0,0,0,0,0,0,0
※値引明細計,33,5,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,※値引明細計,267,0,0,0,0,0,106038,0,0,0,0,1077
※客返品数,34,5,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,※客返品数,268,0,0,0,0,0,0,0,0,0,0,0
（内　返却ＢＯＸ）,36,5,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,（内　返却ＢＯＸ）,269,0,0,0,0,0,0,0,0,0,0,0
※Ｔ定額　申込み（店舗）,38,5,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,※Ｔ定額　申込み（店舗）,270,0,0,0,0,0,0,0,0,0,0,0
※Ｔ定額　申込み（ＷＥＢ）,39,5,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,※Ｔ定額　申込み（ＷＥＢ）,271,0,0,0,0,0,0,0,0,0,0,0
※Ｔ定額　更新,40,5,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,※Ｔ定額　更新,272,0,0,0,0,0,8500,0,0,0,0,7
※Ｔ定額　課金調整,41,5,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,※Ｔ定額　課金調整,273,0,0,0,0,0,0,0,0,0,0,0
※T定額　キャンセル,42,5,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,,9999,0,0,0,6,0,5,0,0,0,0,0
※ＴＯＬ入金,0,6,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,※ＴＯＬ入金,274,0,0,0,0,18,97610,0,0,0,0,0
入金名称００１,1,6,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,入金名称００１,275,0,0,0,0,0,0,0,0,0,0,0
入金名称００２,2,6,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,入金名称００２,276,0,0,0,0,0,0,0,0,0,0,0
入金名称００３,3,6,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,入金名称００３,277,0,0,0,0,0,0,0,0,0,0,0
入金名称００４,4,6,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,入金名称００４,278,0,0,0,0,0,0,0,0,0,0,0
入金名称００５,5,6,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,入金名称００５,279,0,0,0,0,0,0,0,0,0,0,0
入金名称００６,6,6,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,入金名称００６,280,0,0,0,0,0,0,0,0,0,0,0
入金名称００７,7,6,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,その他入金,281,0,0,0,0,5,69610,0,0,0,0,0
入金名称００８,8,6,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,入金名称００８,282,0,0,0,0,0,0,0,0,0,0,0
入金名称００９,9,6,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,入金名称００９,283,0,0,0,0,0,0,0,0,0,0,0
入金名称０１０,10,6,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,入金名称０１０,284,0,0,0,0,0,0,0,0,0,0,0
入金名称０１１,11,6,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,入金名称０１１,285,0,0,0,0,0,0,0,0,0,0,0
入金名称０１２,12,6,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,入金名称０１２,286,0,0,0,0,0,0,0,0,0,0,0
入金名称０１３,13,6,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,入金名称０１３,287,0,0,0,0,0,0,0,0,0,0,0
入金名称０１４,14,6,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,入金名称０１４,288,0,0,0,0,0,0,0,0,0,0,0
入金名称０１５,15,6,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,入金名称０１５,289,0,0,0,0,0,0,0,0,0,0,0
入金名称０１６,16,6,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,入金名称０１６,290,0,0,0,0,0,0,0,0,0,0,0
入金名称０１７,17,6,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,入金名称０１７,291,0,0,0,0,0,0,0,0,0,0,0
入金名称０１８,18,6,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,入金名称０１８,292,0,0,0,0,0,0,0,0,0,0,0
入金名称０１９,19,6,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,入金名称０１９,293,0,0,0,0,0,0,0,0,0,0,0
入金名称０２０,20,6,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,入金名称０２０,294,0,0,0,0,8,8000,0,0,0,0,0
入金名称０２１,21,6,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,入金名称０２１,295,0,0,0,0,0,0,0,0,0,0,0
入金名称０２２,22,6,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,入金名称０２２,296,0,0,0,0,0,0,0,0,0,0,0
入金名称０２３,23,6,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,入金名称０２３,297,0,0,0,0,0,0,0,0,0,0,0
入金名称０２４,24,6,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,入金名称０２４,298,0,0,0,0,0,0,0,0,0,0,0
入金名称０２５,25,6,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,入金名称０２５,299,0,0,0,0,0,0,0,0,0,0,0
入金名称０２６,26,6,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,入金名称０２６,300,0,0,0,0,0,0,0,0,0,0,0
入金名称０２７,27,6,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,入金名称０２７,301,0,0,0,0,0,0,0,0,0,0,0
入金名称０２８,28,6,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,入金名称０２８,302,0,0,0,0,0,0,0,0,0,0,0
入金名称０２９,29,6,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,入金名称０２９,303,0,0,0,0,0,0,0,0,0,0,0
入金名称０３０,30,6,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,入金名称０３０,304,0,0,0,0,0,0,0,0,0,0,0
入金名称０３１,31,6,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,入金名称０３１,305,0,0,0,0,0,0,0,0,0,0,0
入金名称０３２,32,6,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,入金名称０３２,306,0,0,0,0,0,0,0,0,0,0,0
入金名称０３３,33,6,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,入金名称０３３,307,0,0,0,0,0,0,0,0,0,0,0
入金名称０３４,34,6,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,入金名称０３４,308,0,0,0,0,0,0,0,0,0,0,0
入金名称０３５,35,6,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,入金名称０３５,309,0,0,0,0,0,0,0,0,0,0,0
入金名称０３６,36,6,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,入金名称０３６,310,0,0,0,0,0,0,0,0,0,0,0
入金名称０３７,37,6,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,入金名称０３７,311,0,0,0,0,0,0,0,0,0,0,0
入金名称０３８,38,6,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,入金名称０３８,312,0,0,0,0,0,0,0,0,0,0,0
入金名称０３９,39,6,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,入金名称０３９,313,0,0,0,0,0,0,0,0,0,0,0
入金名称０４０,40,6,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,入金名称０４０,314,0,0,0,0,0,0,0,0,0,0,0
入金名称０４１,41,6,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,入金名称０４１,315,0,0,0,0,0,0,0,0,0,0,0
入金名称０４２,42,6,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,入金名称０４２,316,0,0,0,0,0,0,0,0,0,0,0
入金名称０４３,43,6,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,入金名称０４３,317,0,0,0,0,0,0,0,0,0,0,0
入金名称０４４,44,6,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,入金名称０４４,318,0,0,0,0,0,0,0,0,0,0,0
入金名称０４５,45,6,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,入金名称０４５,319,0,0,0,0,0,0,0,0,0,0,0
入金名称０４６,46,6,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,入金名称０４６,320,0,0,0,0,0,0,0,0,0,0,0
入金名称０４７,47,6,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,入金名称０４７,321,0,0,0,0,0,0,0,0,0,0,0
入金名称０４８,48,6,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,入金名称０４８,322,0,0,0,0,0,0,0,0,0,0,0
入金名称０４９,49,6,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,入金名称０４９,323,0,0,0,0,0,0,0,0,0,0,0
入金名称０５０,89,6,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,Ｔマネーチャージ入金,324,0,0,0,0,5,20000,0,0,0,0,0
入金名称０５１,90,6,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,,9999,0,0,0,0,4,8000,0,,,0,0
※ＴＯＬ出金,0,7,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,※ＴＯＬ出金,325,0,0,0,0,5,70860,0,0,0,0,0
出金名称００１,1,7,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,出金名称００１,326,0,0,0,0,0,0,0,0,0,0,0
出金名称００２,2,7,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,着払い荷物料金立替,327,0,0,0,0,1,950,0,0,0,0,0
出金名称００３,3,7,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,出金名称００３,328,0,0,0,0,0,0,0,0,0,0,0
出金名称００４,4,7,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,出金名称００４,329,0,0,0,0,0,0,0,0,0,0,0
出金名称００５,5,7,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,出金名称００５,330,0,0,0,0,0,0,0,0,0,0,0
出金名称００６,6,7,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,出金名称００６,331,0,0,0,0,0,0,0,0,0,0,0
出金名称００７,7,7,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,出金名称００７,332,0,0,0,0,0,0,0,0,0,0,0
出金名称００８,8,7,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,出金名称００８,333,0,0,0,0,0,0,0,0,0,0,0
出金名称００９,9,7,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,出金名称００９,334,0,0,0,0,0,0,0,0,0,0,0
出金名称０１０,10,7,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,出金名称０１０,335,0,0,0,0,0,0,0,0,0,0,0
出金名称０１１,11,7,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,出金名称０１１,336,0,0,0,0,4,69910,0,0,0,0,0
出金名称０１２,12,7,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,出金名称０１２,337,0,0,0,0,0,0,0,0,0,0,0
出金名称０１３,13,7,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,出金名称０１３,338,0,0,0,0,0,0,0,0,0,0,0
出金名称０１４,14,7,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,出金名称０１４,339,0,0,0,0,0,0,0,0,0,0,0
出金名称０１５,15,7,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,出金名称０１５,340,0,0,0,0,0,0,0,0,0,0,0
出金名称０１６,16,7,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,出金名称０１６,341,0,0,0,0,0,0,0,0,0,0,0
出金名称０１７,17,7,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,出金名称０１７,342,0,0,0,0,0,0,0,0,0,0,0
出金名称０１８,18,7,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,出金名称０１８,343,0,0,0,0,0,0,0,0,0,0,0
出金名称０１９,19,7,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,出金名称０１９,344,0,0,0,0,0,0,0,0,0,0,0
出金名称０２０,20,7,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,出金名称０２０,345,0,0,0,0,0,0,0,0,0,0,0
出金名称０２１,21,7,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,出金名称０２１,346,0,0,0,0,0,0,0,0,0,0,0
出金名称０２２,22,7,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,出金名称０２２,347,0,0,0,0,0,0,0,0,0,0,0
出金名称０２３,23,7,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,出金名称０２３,348,0,0,0,0,0,0,0,0,0,0,0
出金名称０２４,24,7,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,出金名称０２４,349,0,0,0,0,0,0,0,0,0,0,0
出金名称０２５,25,7,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,出金名称０２５,350,0,0,0,0,0,0,0,0,0,0,0
出金名称０２６,26,7,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,出金名称０２６,351,0,0,0,0,0,0,0,0,0,0,0
出金名称０２７,27,7,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,出金名称０２７,352,0,0,0,0,0,0,0,0,0,0,0
出金名称０２８,28,7,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,出金名称０２８,353,0,0,0,0,0,0,0,0,0,0,0
出金名称０２９,29,7,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,出金名称０２９,354,0,0,0,0,0,0,0,0,0,0,0
出金名称０３０,30,7,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,出金名称０３０,355,0,0,0,0,0,0,0,0,0,0,0
出金名称０３１,31,7,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,出金名称０３１,356,0,0,0,0,0,0,0,0,0,0,0
出金名称０３２,32,7,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,出金名称０３２,357,0,0,0,0,0,0,0,0,0,0,0
出金名称０３３,33,7,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,出金名称０３３,358,0,0,0,0,0,0,0,0,0,0,0
出金名称０３４,34,7,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,出金名称０３４,359,0,0,0,0,0,0,0,0,0,0,0
出金名称０３５,35,7,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,出金名称０３５,360,0,0,0,0,0,0,0,0,0,0,0
出金名称０３６,36,7,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,出金名称０３６,361,0,0,0,0,0,0,0,0,0,0,0
出金名称０３７,37,7,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,出金名称０３７,362,0,0,0,0,0,0,0,0,0,0,0
出金名称０３８,38,7,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,出金名称０３８,363,0,0,0,0,0,0,0,0,0,0,0
出金名称０３９,39,7,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,出金名称０３９,364,0,0,0,0,0,0,0,0,0,0,0
出金名称０４０,40,7,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,出金名称０４０,365,0,0,0,0,0,0,0,0,0,0,0
出金名称０４１,41,7,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,出金名称０４１,366,0,0,0,0,0,0,0,0,0,0,0
出金名称０４２,42,7,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,出金名称０４２,367,0,0,0,0,0,0,0,0,0,0,0
出金名称０４３,43,7,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,出金名称０４３,368,0,0,0,0,0,0,0,0,0,0,0
出金名称０４４,44,7,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,出金名称０４４,369,0,0,0,0,0,0,0,0,0,0,0
出金名称０４５,45,7,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,出金名称０４５,370,0,0,0,0,0,0,0,0,0,0,0
出金名称０４６,46,7,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,出金名称０４６,371,0,0,0,0,0,0,0,0,0,0,0
出金名称０４７,47,7,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,出金名称０４７,372,0,0,0,0,0,0,0,0,0,0,0
出金名称０４８,48,7,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,出金名称０４８,373,0,0,0,0,0,0,0,0,0,0,0
出金名称０４９,49,7,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,出金名称０４９,374,0,0,0,0,0,0,0,0,0,0,0
出金名称０５０,50,7,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,出金名称０５０,375,0,0,0,0,0,0,0,0,0,0,0
出金名称０５１,51,7,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,,9999,0,0,0,0,58,58000,0,0,0,0,0
金券販売名称０１,2.01E+12,8,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,図書券５００円,376,0,0,0,0,0,0,0,0,0,0,0
金券販売名称０２,2.01E+12,8,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,図書カード１０００円,377,0,0,0,0,0,0,0,0,0,0,0
金券販売名称０３,2.01E+12,8,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,金券販売名称０３,378,0,0,0,0,0,0,0,0,0,0,0
金券販売名称０４,2.01E+12,8,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,金券販売名称０４,379,0,0,0,0,0,0,0,0,0,0,0
金券販売名称０５,2.01E+12,8,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,金券販売名称０５,380,0,0,0,0,0,0,0,0,0,0,0
金券販売名称０６,2.01E+12,8,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,金券販売名称０６,381,0,0,0,0,0,0,0,0,0,0,0
金券販売名称０７,2.01E+12,8,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,金券販売名称０７,382,0,0,0,0,0,0,0,0,0,0,0
金券販売名称０８,2.01E+12,8,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,金券販売名称０８,383,0,0,0,0,0,0,0,0,0,0,0
金券販売名称０９,2.01E+12,8,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,金券販売名称０９,384,0,0,0,0,0,0,0,0,0,0,0
金券販売名称１０,2.01E+12,8,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,金券販売名称１０,385,0,0,0,0,0,0,0,0,0,0,0
金券販売名称１１,2.01E+12,8,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,金券販売名称１１,386,0,0,0,0,0,0,0,0,0,0,0
金券販売名称１２,2.01E+12,8,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,金券販売名称１２,387,0,0,0,0,0,0,0,0,0,0,0
金券販売名称１３,2.01E+12,8,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,金券販売名称１３,388,0,0,0,0,0,0,0,0,0,0,0
金券販売名称１４,2.01E+12,8,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,金券販売名称１４,389,0,0,0,0,0,0,0,0,0,0,0
金券販売名称１５,2.01E+12,8,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,金券販売名称１５,390,0,0,0,0,0,0,0,0,0,0,0
金券販売名称１６,2.01E+12,8,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,金券販売名称１６,391,0,0,0,0,0,0,0,0,0,0,0
金券販売名称１７,2.01E+12,8,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,金券販売名称１７,392,0,0,0,0,0,0,0,0,0,0,0
金券販売名称１８,2.01E+12,8,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,金券販売名称１８,393,0,0,0,0,0,0,0,0,0,0,0
金券販売名称１９,2.01E+12,8,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,金券販売名称１９,394,0,0,0,0,0,0,0,0,0,0,0
金券販売名称２０,2.01E+12,8,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,金券販売名称２０,395,0,0,0,0,0,0,0,0,0,0,0
金券販売名称２１,2.01E+12,8,99991,テスト企業1,2024年9月,20240901,2024/1/9,9901,テスト店舗1,金券販売名称２１,396,0,0,0,0,0,0,0,0,0,0,0
